,Total_sqr_footage,GarageFinish,OverallCond,AllPorchSF,Condition1,OverallQual_3,AllSF,Neighborhood,SimplOverallCond,TotalSF,OverallQual_sq,AllFlrsSF_3,BsmtExposure,GarageYrBlt,MSZoning,CentralAir,YearBuilt,OverallQual,BsmtFinSF1,AllSF_3,OverallGrade,LotArea_log,LotArea,SaleCondition,AllSF_2,Functional,TotalSF_log,YrBltAndRemod,SimplOverallQual_sq,GarageScore_3,SimplFireplaceQu,GarageCars_log,KitchenScore,AllFlrsSF_sq,1stFlrSF_log,HalfBath,Foundation,KitchenQual_sq,FireplaceQu,KitchenQual_3,GarageQual,GrLivArea,GarageScore,TotRmsAbvGrd_log,TotalBsmtSF,YearRemodAdd_log,FullBath,SimplOverallQual,ExterGrade,TotalBath_sq,HalfBath_log,2ndFlrSF_log,SimplExterGrade,GrLivArea_sq,OpenPorchSF_log,AllFlrsSF_2,SimplGarageScore,YearRemodAdd,SimplBsmtFinType1,SaleType,BldgType,TotRmsAbvGrd,SimplOverallGrade,SimplKitchenScore,PavedDrive,2ndFlrSF,GarageCars_sq,LotFrontage,LotFrontage_log,SimplExterQual,GarageCars,GarageArea,SimplGarageCond,Fireplaces,HeatingQC,GarageCond,SimplOverallQual_2,GrLivArea_2,BsmtUnfSF,ExterQual,OverallQual_2,OpenPorchSF,LotShape,GarageScore_2,GrLivArea_3,FireplaceScore,BsmtFullBath,BsmtFinType1,SimplGarageQual,GarageScore_sq,SimplFireplaceScore,KitchenQual_2,BsmtUnfSF_log,BedroomAbvGr,TotalBath_3,hasfireplace,MoSold,ExterQual_3,SimplHeatingQC,SimplBsmtQual,AllSF_sq,BsmtQual,YrSold,BsmtFinSF1_log,TotalBath_2,ScreenPorch_log,hasgarage,MasVnrArea,GarageArea_log,WoodDeckSF_log,GarageType,TotalBsmtSF_log,ExterQual_sq,TotalBath,KitchenQual,GarageCars_3,SimplFunctional,AllFlrsSF,1stFlrSF,ScreenPorch,GrLivArea_log,GarageGrade,Fireplaces_log,BsmtFullBath_log,ExterQual_2,SimplOverallQual_3,GarageCars_2,SimplKitchenQual,y
1037,2263,Fin,5,234,Norm,512,3318,CollgCr,2,3318,2.8284271247461903,11589205447,0.0,2001.0,RL,Y,2001,8,0,36528273432,40,9.13140538388804,9240,Normal,11009124,8,8.107418811719974,4003,1.7320508075688772,20012875875.0,1.0,1.0986122886681098,4,47.57099956906519,6.962243464266207,1,PConc,2.0,3.0,64,3.0,2263,2715.0,2.0794415416798357,1055,7.602401335665818,2,3,12,1.5811388300841898,0.6931471805599453,7.097548850614793,2,47.57099956906519,3.828641396489095,5121169,905.0,2002,1.0,WD,1Fam,7,6,2,2,1208,1.4142135623730951,,,2,2,905,1.0,1,5,3.0,9,5121169,1055,4,64,45,4,7371225.0,11589205447,3.0,0,1.0,1.0,52.10566188045211,1.0,16,6.962243464266207,3,15.625,1,9,64,2,2.0,57.60208329565867,4.0,2008,0.0,6.25,5.247024072160486,1,396.0,6.80903930604298,0.0,BuiltIn,6.962243464266207,2.0,2.5,4,8,4,2263,1055,189,7.724888439323074,9.0,0.6931471805599453,0.0,16,27,4,2,12.567240979056246
1038,1344,,6,0,Norm,64,1890,MeadowV,2,1890,2.0,2427715584,0.0,,RM,Y,1970,4,0,6751269000,24,7.335633981927201,1533,Normal,3572100,8,7.544861068658458,3978,1.4142135623730951,,1.0,0.0,3,36.66060555964672,6.683360945766275,1,CBlock,1.7320508075688772,3.0,27,,1344,,1.9459101490553132,546,7.605392364814935,1,2,9,1.224744871391589,0.6931471805599453,6.304448802421981,1,36.66060555964672,0.0,1806336,,2008,1.0,WD,Twnhs,6,4,1,2,546,0.0,21.0,3.091042453358316,1,0,0,,1,3,,4,1806336,546,3,16,0,4,,2427715584,3.0,0,1.0,,,1.0,9,6.304448802421981,3,3.375,1,5,27,1,1.0,43.474130238568314,3.0,2009,0.0,2.25,0.0,0,0.0,0.0,0.0,,6.304448802421981,1.7320508075688772,1.5,3,0,4,1344,798,0,7.20414929203594,,0.6931471805599453,0.0,9,8,0,1,11.48247656671073
1039,1139,Unf,4,0,Norm,64,1260,MeadowV,2,1260,2.0,250047000,2.0,1970.0,RM,Y,1970,4,509,2000376000,16,7.298445101508147,1477,Normal,1587600,8,7.13966033596492,3940,1.4142135623730951,631628712.0,,0.6931471805599453,3,25.099800796022265,6.447305862541213,0,CBlock,1.7320508075688772,,27,3.0,630,858.0,1.3862943611198906,630,7.58629630715272,1,2,9,1.4142135623730951,0.0,0.0,1,25.099800796022265,0.0,396900,286.0,1970,2.0,WD,TwnhsE,3,4,1,2,0,1.0,21.0,3.091042453358316,1,1,286,1.0,0,3,3.0,4,396900,121,3,16,0,4,736164.0,250047000,,1,6.0,1.0,29.29163703175362,,9,4.804021044733257,1,8.0,0,4,27,1,2.0,35.4964786985977,4.0,2009,6.234410725718371,4.0,0.0,1,0.0,5.659482215759621,0.0,Attchd,6.447305862541213,1.7320508075688772,2.0,3,1,4,630,630,0,6.447305862541213,9.0,0.0,0.6931471805599453,9,8,1,1,11.289794413577894
1040,2653,RFn,4,0,Norm,125,2937,Sawyer,2,2937,2.23606797749979,5861208627,0.0,1957.0,RL,Y,1957,5,168,25334470953,20,9.482350275033667,13125,Normal,8625969,4,7.9854843567338225,3957,1.4142135623730951,3061257408.0,1.0,1.0986122886681098,3,42.46174749112429,7.4977617006225685,0,CBlock,1.7320508075688772,3.0,27,3.0,1803,1452.0,2.1972245773362196,1134,7.601402334583733,2,2,9,1.7320508075688772,0.0,0.0,1,42.46174749112429,0.0,3250809,484.0,2000,1.0,WD,1Fam,8,4,1,2,0,1.4142135623730951,88.0,4.48863636973214,1,2,484,1.0,1,5,3.0,4,3250809,284,3,25,0,4,2108304.0,5861208627,3.0,1,3.0,1.0,38.1051177665153,1.0,9,5.652489180268651,3,27.0,1,1,27,2,1.0,54.194095619356915,3.0,2006,5.1298987149230735,9.0,0.0,1,67.0,6.184148890937483,0.0,Attchd,7.034387929915503,1.7320508075688772,3.0,3,8,2,1803,1803,0,7.4977617006225685,9.0,0.6931471805599453,0.6931471805599453,9,8,4,1,11.951186847493476
1041,2096,Unf,8,40,Feedr,216,2432,NWAmes,3,2432,2.449489742783178,4346707968,0.0,1966.0,RL,Y,1966,6,400,14384365568,48,9.11943049661634,9130,Normal,5914624,8,7.796880342783522,3966,1.4142135623730951,3061257408.0,,1.0986122886681098,4,40.39801975344831,6.68586094706836,1,CBlock,2.0,,64,3.0,1632,1452.0,2.0794415416798357,800,7.601402334583733,1,2,9,1.4142135623730951,0.6931471805599453,6.725033642166843,1,40.39801975344831,3.713572066704308,2663424,484.0,2000,2.0,WD,1Fam,7,6,2,2,832,1.4142135623730951,,,1,2,484,1.0,0,4,3.0,4,2663424,336,3,36,40,4,2108304.0,4346707968,,0,6.0,1.0,38.1051177665153,,16,5.820082930352362,4,8.0,0,7,27,2,1.0,49.31531202375181,3.0,2008,5.993961427306569,4.0,0.0,1,252.0,6.184148890937483,0.0,Attchd,6.68586094706836,1.7320508075688772,2.0,4,8,4,1632,800,0,7.398174092970465,9.0,0.0,0.0,9,8,4,2,12.06105265381003
1042,2206,RFn,5,233,Norm,216,2612,NridgHt,2,2612,2.449489742783178,2227560616,2.0,2005.0,RL,Y,2005,6,900,17820484928,30,8.590815331286851,5381,Normal,6822544,8,7.868254265520613,4010,1.4142135623730951,6560206848.0,2.0,1.0986122886681098,4,36.138621999185304,7.175489713624222,0,PConc,2.0,4.0,64,3.0,1306,1872.0,1.791759469228055,1306,7.603897968521881,2,2,12,1.7320508075688772,0.0,0.0,2,36.138621999185304,4.1588830833596715,1705636,624.0,2005,2.0,WD,Twnhs,5,4,2,2,0,1.4142135623730951,34.0,3.5553480614894135,2,2,624,1.0,1,5,3.0,4,1705636,406,4,36,63,3,3504384.0,2227560616,4.0,1,5.0,1.0,43.266615305567875,2.0,16,6.008813185442595,1,27.0,1,8,64,2,2.0,51.10772935672255,4.0,2009,6.803505257608338,9.0,0.0,1,135.0,6.437751649736401,5.14166355650266,Attchd,7.175489713624222,2.0,3.0,4,8,4,1306,1306,0,7.175489713624222,9.0,0.6931471805599453,0.6931471805599453,16,8,4,2,12.185875040240456
1043,3414,Unf,5,313,Norm,343,3804,SawyerW,2,3804,2.6457513110645907,12633057289,0.0,1990.0,RL,Y,1990,7,1085,55045462464,35,9.379238908437996,11839,Normal,14470416,8,8.244071270295786,3980,1.7320508075688772,3666512088.0,2.0,1.0986122886681098,4,48.25971404805462,7.334981878871814,1,PConc,2.0,5.0,64,3.0,2329,1542.0,2.3978952727983707,1475,7.596392304064196,2,3,9,1.8708286933869707,0.6931471805599453,6.682108597449809,1,48.25971404805462,4.804021044733257,5424241,514.0,1990,2.0,WD,1Fam,10,6,2,2,797,1.4142135623730951,86.0,4.465908118654584,1,2,514,1.0,1,5,3.0,9,5424241,390,3,49,121,4,2377764.0,12633057289,5.0,1,6.0,1.0,39.26830783214372,2.0,16,5.968707559985366,4,42.875,1,5,27,2,2.0,61.6765757804371,4.0,2008,6.990256500493881,12.25,0.0,1,99.0,6.244166900663736,5.262690188904886,Attchd,7.297091005160418,1.7320508075688772,3.5,4,8,4,2329,1532,0,7.753623546559746,9.0,0.6931471805599453,0.6931471805599453,9,27,4,2,12.47717172708952
1044,3628,Fin,5,594,PosN,512,5048,NWAmes,2,5048,2.8284271247461903,16079333824,0.0,1981.0,RL,Y,1981,8,1104,128634670592,40,9.169622538697624,9600,Normal,25482304,8,8.526945482858915,3962,1.7320508075688772,4298942376.0,2.0,1.0986122886681098,4,50.23942674832188,7.83399634170946,1,PConc,2.0,4.0,64,3.0,2524,1626.0,2.302585092994046,2524,7.591861714889934,2,3,12,1.8708286933869707,0.6931471805599453,0.0,2,50.23942674832188,4.795790545596741,6370576,542.0,1981,2.0,WD,1Fam,9,6,2,2,0,1.4142135623730951,80.0,4.394449154672439,2,2,542,1.0,1,3,3.0,9,6370576,1420,4,64,120,4,2643876.0,16079333824,4.0,1,5.0,1.0,40.32369030731191,2.0,16,7.259116128097101,4,42.875,1,7,64,1,2.0,71.04927867332644,4.0,2009,7.007600613951853,12.25,0.0,1,0.0,6.297109319933935,6.163314804034641,Attchd,7.83399634170946,2.0,3.5,4,8,4,2524,2524,0,7.83399634170946,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.535379989788607
1045,1733,Unf,5,0,Norm,27,1733,Edwards,2,1733,1.7320508075688772,5204699837,,1955.0,RL,Y,1955,3,0,5204699837,15,9.523763287920113,13680,Normal,3003289,6,7.458186157340487,3910,1.0,2493326016.0,2.0,1.0986122886681098,3,41.6293165929973,7.458186157340487,0,Slab,1.7320508075688772,4.0,27,3.0,1733,1356.0,2.1972245773362196,0,7.578656850594762,2,1,9,1.4142135623730951,0.0,0.0,1,41.6293165929973,0.0,3003289,452.0,1955,,WD,1Fam,8,2,1,2,0,1.4142135623730951,,,1,2,452,1.0,1,5,3.0,1,3003289,0,3,9,0,3,1838736.0,5204699837,4.0,0,,1.0,36.823905279043935,2.0,9,0.0,4,8.0,1,6,27,2,,41.6293165929973,,2009,0.0,4.0,0.0,1,0.0,6.115892125483034,0.0,Attchd,0.0,1.7320508075688772,2.0,3,8,3,1733,1733,0,7.458186157340487,9.0,0.6931471805599453,0.0,9,1,4,1,11.846543632608535
1046,3108,Fin,5,322,Norm,729,4860,StoneBr,2,4860,3.0,23590516032,2.0,2005.0,RL,Y,2005,9,240,114791256000,45,9.683900170549684,16056,Partial,23619600,8,8.488999457045455,4011,1.7320508075688772,9910665792.0,2.0,1.3862943611198906,5,53.55371135598354,7.597396320212795,1,PConc,2.23606797749979,4.0,125,3.0,2868,2148.0,2.4849066497880004,1992,7.604396348796338,3,3,12,1.8708286933869707,0.6931471805599453,6.776506992372183,2,53.55371135598354,4.6913478822291435,8225424,716.0,2006,2.0,New,1Fam,11,6,2,2,876,1.7320508075688772,85.0,4.454347296253507,2,3,716,1.0,1,5,3.0,9,8225424,1752,4,81,108,3,4613904.0,23590516032,4.0,0,6.0,1.0,46.34652090502587,2.0,25,7.469083884921234,4,42.875,1,7,64,2,2.0,69.7137002317335,5.0,2006,5.484796933490655,12.25,0.0,1,208.0,6.57507584059962,5.3706380281276624,BuiltIn,7.597396320212795,2.0,3.5,5,27,4,2868,1992,0,7.9617188159813645,9.0,0.6931471805599453,0.0,16,27,9,2,13.229569788348705
1047,1676,Unf,5,0,Norm,125,1980,CollgCr,2,1980,2.23606797749979,970299000,0.0,1996.0,RL,Y,1994,5,686,7762392000,25,9.13194630454817,9245,Normal,3920400,8,7.591357046698551,3989,1.4142135623730951,8193540096.0,,1.0986122886681098,3,31.464265445104548,6.898714534329988,0,PConc,1.7320508075688772,,27,3.0,990,2016.0,1.791759469228055,990,7.59890045687141,1,2,9,1.224744871391589,0.0,0.0,1,31.464265445104548,0.0,980100,672.0,1995,2.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,57.0,4.060443010546419,1,2,672,1.0,0,5,3.0,4,980100,304,3,25,0,2,4064256.0,970299000,,0,6.0,1.0,44.8998886412873,,9,5.720311776607412,3,3.375,0,2,27,2,2.0,44.49719092257398,4.0,2008,6.532334292222349,2.25,0.0,1,0.0,6.511745329644728,0.0,Detchd,6.898714534329988,1.7320508075688772,1.5,3,8,4,990,990,0,6.898714534329988,9.0,0.0,0.0,9,8,4,1,11.884495917930655
1048,1771,Unf,4,0,Norm,125,1771,Mitchel,2,1771,2.23606797749979,5554637011,,1960.0,RL,Y,1960,5,0,5554637011,20,9.987415012471414,21750,Normal,3136441,7,7.4798641311650265,3966,1.4142135623730951,1024192512.0,1.0,1.0986122886681098,3,42.08325082500163,7.4798641311650265,0,Slab,1.7320508075688772,3.0,27,3.0,1771,1008.0,2.302585092994046,0,7.604396348796338,1,2,6,1.0,0.0,0.0,1,42.08325082500163,0.0,3136441,336.0,2006,,WD,1Fam,9,4,1,2,0,1.4142135623730951,100.0,4.61512051684126,1,2,336,1.0,1,3,3.0,4,3136441,0,3,25,0,4,1016064.0,5554637011,3.0,0,,1.0,31.74901573277509,1.0,9,0.0,3,1.0,1,11,27,1,,42.08325082500163,,2009,0.0,1.0,0.0,1,75.0,5.820082930352362,0.0,Attchd,0.0,1.7320508075688772,1.0,3,8,3,1771,1771,0,7.4798641311650265,9.0,0.6931471805599453,0.0,9,8,4,1,11.652696102959753
1049,930,Unf,7,0,Norm,64,930,Edwards,3,930,2.0,804357000,,1946.0,RL,Y,1946,4,0,804357000,28,9.314790473332646,11100,Abnorml,864900,8,6.836259277277067,3952,1.4142135623730951,788889024.0,,0.6931471805599453,4,30.495901363953813,6.836259277277067,0,CBlock,2.0,,64,3.0,930,924.0,1.9459101490553132,0,7.604396348796338,1,2,9,1.0,0.0,0.0,1,30.495901363953813,0.0,864900,308.0,2006,,WD,1Fam,6,6,2,2,0,1.0,60.0,4.110873864173311,1,1,308,1.0,0,5,3.0,4,864900,0,3,16,0,4,853776.0,804357000,,0,,1.0,30.397368307141328,,16,0.0,2,1.0,0,4,27,2,,30.495901363953813,,2010,0.0,1.0,0.0,1,0.0,5.733341276897746,0.0,Detchd,0.0,1.7320508075688772,1.0,4,1,4,930,930,0,6.836259277277067,9.0,0.0,0.0,9,8,1,2,11.349241150793087
1050,1302,Fin,5,22,Norm,343,2604,Gilbert,2,2604,2.6457513110645907,2207155608,2.0,2007.0,RL,Y,2007,7,0,17657244864,35,9.104312967330653,8993,Partial,6780816,8,7.865187954187467,4014,1.7320508075688772,2237810112.0,,1.0986122886681098,4,36.08323710533743,7.172424577124845,0,PConc,2.0,,64,3.0,1302,1308.0,1.9459101490553132,1302,7.60489448081162,2,3,12,1.4142135623730951,0.0,0.0,2,36.08323710533743,3.1354942159291497,1695204,436.0,2007,1.0,New,1Fam,6,6,2,2,0,1.4142135623730951,73.0,4.30406509320417,2,2,436,1.0,0,5,3.0,9,1695204,1302,4,49,22,3,1710864.0,2207155608,,0,1.0,1.0,36.16628264005025,,16,7.172424577124845,3,8.0,0,8,64,2,2.0,51.02940328869229,4.0,2007,0.0,4.0,0.0,1,0.0,6.07993319509559,0.0,Attchd,7.172424577124845,2.0,2.0,4,8,4,1302,1302,0,7.172424577124845,9.0,0.0,0.0,16,27,4,2,12.080996832096167
1051,1316,Fin,5,20,Norm,343,2632,CollgCr,2,2632,2.6457513110645907,2279122496,2.0,2007.0,RL,Y,2007,7,0,18232979968,35,9.321523900936798,11175,Partial,6927424,8,7.87587915949631,4014,1.7320508075688772,2299968000.0,2.0,1.0986122886681098,4,36.27671429443411,7.183111701743281,0,PConc,2.0,4.0,64,3.0,1316,1320.0,1.9459101490553132,1316,7.60489448081162,2,3,12,1.4142135623730951,0.0,0.0,2,36.27671429443411,3.044522437723423,1731856,440.0,2007,1.0,New,1Fam,6,6,2,2,0,1.4142135623730951,103.0,4.6443908991413725,2,2,440,1.0,1,5,3.0,9,1731856,1316,4,49,20,3,1742400.0,2279122496,4.0,0,1.0,1.0,36.3318042491699,2.0,16,7.183111701743281,3,8.0,1,10,64,2,2.0,51.30302135352264,4.0,2007,0.0,4.0,0.0,1,0.0,6.089044875446846,0.0,Attchd,7.183111701743281,2.0,2.0,4,8,4,1316,1316,0,7.183111701743281,9.0,0.6931471805599453,0.0,16,27,4,2,12.206782393599413
1052,2419,RFn,6,52,Artery,216,2793,NAmes,2,2793,2.449489742783178,7727161833,0.0,1964.0,RL,Y,1964,6,442,21787771257,36,9.15915233520675,9500,Normal,7800849,8,7.935229539816907,3942,1.4142135623730951,4251528000.0,1.0,1.0986122886681098,3,44.46346815083142,7.028201432058005,1,CBlock,1.7320508075688772,3.0,27,3.0,1977,1620.0,2.302585092994046,816,7.590346945602565,1,2,9,1.4142135623730951,0.6931471805599453,6.7464121285733745,1,44.46346815083142,3.970291913552122,3908529,540.0,1978,1.0,WD,1Fam,9,4,1,2,850,1.4142135623730951,100.0,4.61512051684126,1,2,540,1.0,1,3,3.0,4,3908529,374,3,36,52,4,2624400.0,7727161833,3.0,0,3.0,1.0,40.24922359499622,1.0,9,5.926926025970411,4,8.0,1,6,27,1,1.0,52.848841046895245,3.0,2007,6.093569770045136,4.0,0.0,1,272.0,6.293419278846481,0.0,Attchd,6.705639094860003,1.7320508075688772,2.0,3,8,4,1977,1127,0,7.589841512182657,9.0,0.6931471805599453,0.0,9,8,4,1,12.013706813470414
1053,1909,Unf,6,194,Norm,125,2742,Edwards,2,2742,2.23606797749979,3553559576,2.0,1957.0,RL,Y,1957,5,383,20615902488,30,9.055205875026193,8562,Normal,7518564,6,7.916807490937603,3959,1.4142135623730951,1302170688.0,2.0,0.6931471805599453,3,39.06404996924922,7.3310603052186325,0,CBlock,1.7320508075688772,4.0,27,3.0,1526,1092.0,2.0794415416798357,1216,7.602401335665818,1,2,9,1.0,0.0,0.0,1,39.06404996924922,4.3694478524670215,2328676,364.0,2002,1.0,WD,1Fam,7,4,1,2,0,1.0,68.0,4.23410650459726,1,1,364,1.0,1,5,3.0,4,2328676,833,3,25,78,4,1192464.0,3553559576,4.0,0,3.0,1.0,33.04542328371661,2.0,9,6.726233402358747,4,1.0,1,5,27,2,1.0,52.364109846344185,3.0,2010,5.950642552587727,1.0,0.0,1,145.0,5.8998973535824915,4.762173934797756,Basment,7.104144092987527,1.7320508075688772,1.0,3,1,3,1526,1526,0,7.3310603052186325,9.0,0.6931471805599453,0.0,9,8,1,1,11.881041706925902
1054,2921,Fin,5,259,Norm,512,3054,CollgCr,2,3054,2.8284271247461903,7868724669,1.0,2002.0,RL,Y,2002,8,932,28484401464,40,9.338557669776936,11367,Normal,9326916,8,8.024534871605695,4004,1.7320508075688772,5433211512.0,2.0,1.0986122886681098,4,44.598206241955516,6.9957661563048505,1,PConc,2.0,4.0,64,3.0,1989,1758.0,2.0794415416798357,1065,7.602401335665818,2,3,12,1.8708286933869707,0.6931471805599453,6.80128303447162,2,44.598206241955516,4.110873864173311,3956121,586.0,2002,2.0,WD,1Fam,7,6,2,2,898,1.4142135623730951,90.0,4.51085950651685,2,2,586,1.0,1,5,3.0,9,3956121,133,4,64,60,4,3090564.0,7868724669,4.0,1,6.0,1.0,41.92851058647326,2.0,16,4.897839799950911,3,42.875,1,11,64,2,2.0,55.263007518592396,4.0,2006,6.838405200847344,12.25,0.0,1,210.0,6.375024819828097,5.298317366548036,Attchd,6.97166860472579,2.0,3.5,4,8,4,1989,1091,0,7.595889917718538,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.449022745701502
1055,2167,Fin,5,189,Norm,216,2716,NWAmes,2,2716,2.449489742783178,3532642667,0.0,1976.0,RL,Y,1976,6,644,20034997696,30,9.338029733117072,11361,Abnorml,7376656,8,7.907283609426348,3952,1.4142135623730951,2948814504.0,1.0,1.0986122886681098,3,39.02563260217571,7.329093736246592,0,CBlock,1.7320508075688772,3.0,27,3.0,1523,1434.0,2.0794415416798357,1193,7.589335823170617,2,2,9,1.5811388300841898,0.0,0.0,1,39.02563260217571,0.0,2319529,478.0,1976,2.0,COD,1Fam,7,4,1,2,0,1.4142135623730951,104.0,4.653960350157523,1,2,478,1.0,1,3,3.0,4,2319529,549,3,36,0,4,2056356.0,3532642667,3.0,0,5.0,1.0,37.86819245752297,1.0,9,6.309918278226516,3,15.625,1,5,27,1,2.0,52.11525688318153,4.0,2008,6.4692503167957724,6.25,5.247024072160486,1,160.0,6.171700597410915,0.0,Attchd,7.085064293952548,1.7320508075688772,2.5,3,8,4,1523,1523,189,7.329093736246592,9.0,0.6931471805599453,0.0,9,8,4,1,12.100717685412471
1056,2023,RFn,5,228,Norm,343,2728,NridgHt,2,2728,2.6457513110645907,2537716544,2.0,2005.0,RL,Y,2005,7,659,20301732352,35,8.86120833720818,7052,Normal,7441984,8,7.911690520708339,4010,1.7320508075688772,3061257408.0,2.0,1.0986122886681098,4,36.932370625238775,7.21890970761906,0,PConc,2.0,4.0,64,3.0,1364,1452.0,1.9459101490553132,1364,7.603897968521881,2,3,12,1.7320508075688772,0.0,0.0,2,36.932370625238775,3.6109179126442243,1860496,484.0,2005,2.0,WD,TwnhsE,6,6,2,2,0,1.4142135623730951,43.0,3.784189633918261,2,2,484,1.0,1,5,3.0,9,1860496,705,4,49,36,3,2108304.0,2537716544,4.0,1,6.0,1.0,38.1051177665153,2.0,16,6.559615237493242,2,27.0,1,6,64,2,2.0,52.230259428802384,4.0,2006,6.492239835020471,9.0,0.0,1,240.0,6.184148890937483,5.262690188904886,Attchd,7.21890970761906,2.0,3.0,4,8,4,1364,1364,0,7.21890970761906,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.13270055639427
1057,2445,Fin,6,266,Norm,343,2823,NoRidge,2,2823,2.6457513110645907,6331625000,0.0,1994.0,RL,Y,1994,7,595,22497415767,42,10.307618437631156,29959,Normal,7969329,8,7.945909598613133,3988,1.7320508075688772,2749884201.0,2.0,1.0986122886681098,4,43.01162633521314,6.887552571664617,1,PConc,2.0,4.0,64,3.0,1850,1401.0,2.0794415416798357,973,7.598399329323964,2,3,12,1.5811388300841898,0.6931471805599453,6.77078942390898,2,43.01162633521314,4.59511985013459,3422500,467.0,1994,2.0,WD,1Fam,7,6,2,2,871,1.4142135623730951,,,2,2,467,1.0,1,5,3.0,9,3422500,378,4,49,98,2,1962801.0,6331625000,4.0,0,6.0,1.0,37.429934544425805,2.0,16,5.937536205082426,3,15.625,1,1,64,2,2.0,53.131911315140925,4.0,2009,6.39024066706535,6.25,0.0,1,0.0,6.148468295917647,5.1298987149230735,BuiltIn,6.881411303642535,2.0,2.5,4,8,4,1850,979,0,7.523481312573497,9.0,0.6931471805599453,0.0,16,27,4,2,12.421188057397055
1058,3120,Fin,5,102,Norm,729,3288,NridgHt,2,3288,3.0,10417365504,2.0,2008.0,RL,Y,2008,9,936,35546383872,45,9.333354147871328,11308,Normal,10810944,8,8.098338846189057,4016,1.7320508075688772,15775480512.0,2.0,1.3862943611198906,5,46.73328578219169,7.030857476116121,1,PConc,2.23606797749979,4.0,125,3.0,2184,2508.0,2.3978952727983707,1104,7.605392364814935,2,3,15,1.8708286933869707,0.6931471805599453,6.961296045910167,2,46.73328578219169,4.634728988229636,4769856,836.0,2008,2.0,WD,1Fam,10,6,2,2,1054,1.7320508075688772,96.0,4.574710978503383,2,3,836,1.0,1,5,3.0,9,4769856,168,5,81,102,3,6290064.0,10417365504,4.0,1,6.0,1.0,50.07993610219566,2.0,25,5.1298987149230735,3,42.875,1,7,125,2,2.0,57.3410847473258,5.0,2009,6.842683282238422,12.25,0.0,1,154.0,6.729824070489475,0.0,Attchd,7.007600613951853,2.23606797749979,3.5,5,27,4,2184,1130,0,7.68937110752969,9.0,0.6931471805599453,0.6931471805599453,25,27,9,2,12.721888795877375
1059,2845,Unf,7,19,Norm,216,2845,Crawfor,3,2845,2.449489742783178,7892485271,1.0,1977.0,RL,Y,1932,6,297,23027501125,42,9.330431852234003,11275,Normal,8094025,8,7.953669778649798,3882,1.4142135623730951,2176782336.0,2.0,1.0986122886681098,3,44.62062303464621,7.00033446027523,1,CBlock,1.7320508075688772,4.0,27,3.0,1991,1296.0,2.0794415416798357,854,7.576097340623111,1,2,9,1.224744871391589,0.6931471805599453,6.79794041297493,1,44.62062303464621,0.0,3964081,432.0,1950,1.0,WD,1Fam,7,6,1,2,895,1.4142135623730951,,,1,2,432,1.0,1,3,2.0,4,3964081,0,3,36,0,3,1679616.0,7892485271,4.0,0,3.0,1.0,36.0,2.0,9,0.0,3,3.375,1,3,27,1,1.0,53.33854141237835,3.0,2007,5.697093486505405,2.25,0.0,1,480.0,6.07073772800249,0.0,Detchd,6.75110146893676,1.7320508075688772,1.5,3,8,4,1991,1096,0,7.596894438144544,6.0,0.6931471805599453,0.0,9,8,4,1,12.301387370778713
1060,1954,Fin,5,170,Norm,512,2676,StoneBr,2,2676,2.8284271247461903,2395346472,1.0,2001.0,RL,Y,2001,8,616,19162771776,40,8.501267040865978,4920,Normal,7160976,8,7.892452043520352,4002,1.7320508075688772,5322708936.0,,1.0986122886681098,4,36.578682316343766,7.199678345691172,0,PConc,2.0,,64,3.0,1338,1746.0,1.9459101490553132,1338,7.601901959875166,2,3,12,1.7320508075688772,0.0,0.0,2,36.578682316343766,0.0,1790244,582.0,2001,2.0,WD,TwnhsE,6,6,2,2,0,1.4142135623730951,41.0,3.7376696182833684,2,2,582,1.0,0,5,3.0,9,1790244,722,4,64,0,4,3048516.0,2395346472,,1,6.0,1.0,41.78516483155236,,16,6.583409222158765,2,27.0,0,4,64,2,2.0,51.73006862551025,4.0,2010,6.424869023905388,9.0,0.0,1,0.0,6.368187186350492,0.0,Attchd,7.199678345691172,2.0,3.0,4,8,4,1338,1338,0,7.199678345691172,9.0,0.0,0.6931471805599453,16,27,4,2,12.271396795480596
1061,894,RFn,4,20,Norm,27,1788,IDOTRR,2,1788,1.7320508075688772,714516984,0.0,1994.0,C (all),Y,1935,3,0,5716135872,12,9.798182590890704,18000,Normal,3196944,8,7.489412083508719,3885,1.0,52481654784.0,,1.3862943611198906,3,29.899832775452108,6.796823718274855,0,CBlock,1.7320508075688772,,27,3.0,894,3744.0,1.9459101490553132,894,7.576097340623111,1,1,6,1.0,0.0,0.0,1,29.899832775452108,3.044522437723423,799236,1248.0,1950,1.0,ConLD,1Fam,6,2,1,2,0,1.7320508075688772,120.0,4.795790545596741,1,3,1248,1.0,0,3,3.0,1,799236,894,2,9,20,4,14017536.0,714516984,,0,1.0,1.0,61.18823416311342,,9,6.796823718274855,2,1.0,0,8,8,1,1.0,42.28474902373195,3.0,2008,0.0,1.0,0.0,1,0.0,7.130098510125578,0.0,Detchd,6.796823718274855,1.4142135623730951,1.0,3,27,4,894,894,0,6.796823718274855,9.0,0.0,0.0,4,1,9,1,11.302216779257382
